City_ID,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
161,rolim de moura,BR,2023-01-31 18:50:01,-13.3866,-62.6935,100,99,71.54600000000005,1.26
162,narsaq,GL,2023-01-31 18:50:01,84.6666,-60.5714,78,100,-32.025999999999996,2.91
163,aasiaat,GL,2023-01-31 19:50:02,71.2269,-53.0158,50,83,-21.442,2.01
164,koindu,SL,2023-01-31 22:50:03,8.1852,-10.2817,3,88,65.46199999999996,0.51
165,dongsheng,CN,2023-02-01 06:50:05,41.5309,109.8148,50,24,15.925999999999988,1.68
166,butaritari,KI,2023-02-01 10:50:06,12.73,166.7678,100,76,79.32200000000003,9.42
167,romilly-sur-seine,FR,2023-01-31 23:50:06,48.5109,3.925,21,96,43.32200000000004,3.78
168,talnakh,RU,2023-02-01 05:50:08,80.2431,92.7749,9,90,-28.155999999999977,1.3
169,rongcheng,CN,2023-02-01 06:50:09,26.1343,103.1647,0,18,84.75800000000001,4.26
170,sayyan,YE,2023-02-01 01:50:09,15.8361,47.1319,66,25,72.46400000000003,2.48
171,siguiri,GN,2023-01-31 22:50:10,11.8877,-9.8408,52,22,68.16199999999995,1.05
172,mahibadhoo,MV,2023-02-01 02:50:11,4.5932,62.0645,56,64,79.06999999999996,4.77
173,ponta delgada,PT,2023-01-31 20:50:11,29.8776,-26.7105,6,66,63.21199999999996,1.07
174,iqaluit,CA,2023-01-31 17:50:12,62.9228,-67.3142,100,98,-20.146,4.51
175,beloha,MG,2023-02-01 01:50:13,-27.4072,41.7174,99,63,74.76799999999999,9.57
176,caravelas,BR,2023-01-31 20:50:15,-20.9068,-24.9957,3,76,77.39600000000004,7.2
177,sorvag,FO,2023-01-31 22:50:15,63.0972,-8.1686,100,72,37.36400000000003,7.82
178,novikovo,RU,2023-02-01 08:50:16,46.6662,145.6542,100,65,26.527999999999963,5.92
179,alta floresta,BR,2023-01-31 18:50:16,-9.8575,-54.6323,16,99,68.03599999999997,0.36
180,lubao,CD,2023-02-01 00:50:17,-5.1975,25.819,26,82,74.69600000000005,2.06
181,shahreza,IR,2023-02-01 02:20:17,31.8336,52.6491,68,47,53.20399999999995,6.86
182,suining,CN,2023-02-01 06:50:18,30.5034,105.4761,7,30,66.34399999999997,2.29
183,ucluelet,CA,2023-01-31 13:50:18,45.6307,-128.2515,100,81,48.398000000000025,7.93
184,kamenskoye,RU,2023-02-01 10:50:19,62.4571,164.4089,100,98,9.572000000000035,1.61
185,maningrida,AU,2023-02-01 08:20:20,-11.0298,134.2316,100,79,84.55999999999997,6.97
186,wattegama,LK,2023-02-01 04:50:20,4.77,85.3978,100,77,81.64399999999998,4.53
187,tolyatti,RU,2023-02-01 02:50:21,53.7725,49.4903,100,90,17.86999999999996,3.96
